no,cartype,receipttime,settime,ridetime,startpos1,startpos2,endpos1,endpos2,receipt,ride,receipt-ride,hour,startlat,startlon,endlat,endlon
1562,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:52,2022-05-09 오전 7:36:23,용산구,후암동,금천구,가산동,2022/05/09 7:00,2022/05/09 7:36,36,7,37.55,126.98,37.47,126.89
1697,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:24,2022-05-09 오전 7:15:12,중랑구,면목제7동,종로구,종로5.6가동,2022/05/09 7:00,2022/05/09 7:15,15,7,37.58,127.08,37.57,127
3654,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:03:28,2022-05-09 오전 7:22:08,서대문구,홍은제2동,용산구,한강로동,2022/05/09 7:00,2022/05/09 7:22,22,7,37.58,126.93,37.52,126.96
7645,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:28,2022-05-09 오전 7:23:44,도봉구,도봉제2동,은평구,역촌동,2022/05/09 7:00,2022/05/09 7:23,23,7,37.68,127.05,37.6,126.91
1921,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 6:33:09,2022-05-09 오전 6:57:42,양천구,신정4동,강동구,둔촌제2동,2022/05/09 7:00,2022/05/09 6:57,3,7,37.52,126.85,37.53,127.14
7638,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:03,2022-05-09 오전 7:25:46,송파구,장지동,송파구,잠실2동,2022/05/09 7:00,2022/05/09 7:25,25,7,37.48,127.13,37.51,127.18
1653,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:53:59,2022-05-09 오전 8:07:29,도봉구,창제3동,강북구,우이동,2022/05/09 7:00,2022/05/09 8:07,67,7,37.63,127.04,37.66,127.01
5629,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:57,2022-05-09 오전 7:36:01,강서구,등촌제3동,서대문구,신촌동,2022/05/09 7:00,2022/05/09 7:36,36,7,37.55,126.84,37.57,126.93
8014,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:54,2022-05-09 오전 7:59:48,서대문구,천연동,종로구,교남동,2022/05/09 7:00,2022/05/09 7:59,59,7,37.57,126.96,37.57,126.96
8227,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:27,2022-05-09 오전 7:20:33,노원구,하계1동,성동구,왕십리도선동,2022/05/09 7:00,2022/05/09 7:20,20,7,37.64,127.07,37.57,127.03
3148,중형 승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:19,2022-05-09 오전 7:40:25,강북구,송중동,중랑구,신내1동,2022/05/09 7:00,2022/05/09 7:40,40,7,37.61,127.03,37.61,127.1
1913,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:00:07,2022-05-09 오전 7:20:34,강동구,암사제1동,중구,소공동,2022/05/09 7:00,2022/05/09 7:20,20,7,37.55,127.13,37.56,126.97
5631,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:39,2022-05-09 오전 7:35:51,양천구,신정7동,은평구,역촌동,2022/05/09 7:00,2022/05/09 7:35,35,7,37.51,126.86,37.6,126.91
4784,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:59:04,2022-05-09 오전 8:08:01,강서구,가양제3동,강서구,방화제2동,2022/05/09 7:00,2022/05/09 8:08,68,7,37.56,126.86,37.56,126.8
8169,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:44:53,2022-05-09 오전 8:16:33,강남구,논현1동,서초구,반포3동,2022/05/09 7:00,2022/05/09 8:16,76,7,37.51,127.02,37.51,127
8167,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:17:20,2022-05-09 오전 7:35:39,양천구,목3동,서대문구,신촌동,2022/05/09 7:00,2022/05/09 7:35,35,7,37.54,126.86,37.57,126.93
3715,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:59,2022-05-09 오전 7:23:36,용산구,후암동,성남시분당구,서현1동,2022/05/09 7:00,2022/05/09 7:23,23,7,37.55,126.98,,
8262,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:30:17,2022-05-09 오전 8:01:26,강북구,삼각산동,성북구,안암동,2022/05/09 7:00,2022/05/09 8:01,61,7,37.61,127.01,37.58,127.03
3205,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:45:42,2022-05-09 오전 7:52:42,강북구,번제3동,동대문구,회기동,2022/05/09 7:00,2022/05/09 7:52,52,7,37.62,127.04,37.59,127.05
3659,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:43,2022-05-09 오전 7:29:03,중구,신당제4동,남양주시,조안면,2022/05/09 7:00,2022/05/09 7:29,29,7,37.56,127.01,,
3561,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:09,2022-05-09 오전 7:21:39,구로구,오류제2동,구로구,구로제2동,2022/05/09 7:00,2022/05/09 7:21,21,7,37.49,126.84,37.5,126.87
3610,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:08,2022-05-09 오전 7:31:38,성북구,종암동,종로구,사직동,2022/05/09 7:00,2022/05/09 7:31,31,7,37.59,127.03,37.57,126.96
3616,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:38,2022-05-09 오전 8:08:12,강서구,화곡제6동,은평구,구산동,2022/05/09 7:00,2022/05/09 8:08,68,7,37.55,126.85,37.6,126.9
8204,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:03,2022-05-09 오전 7:35:06,강서구,발산제1동,서대문구,신촌동,2022/05/09 7:00,2022/05/09 7:35,35,7,37.55,126.83,37.57,126.93
823,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:03:26,2022-05-09 오전 7:14:54,노원구,월계3동,송파구,잠실2동,2022/05/09 7:00,2022/05/09 7:14,14,7,37.62,127.07,37.51,127.18
4963,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:15,2022-05-09 오전 7:25:44,서초구,반포2동,광명시,광명5동,2022/05/09 7:00,2022/05/09 7:25,25,7,37.5,127,,
8228,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:26,2022-05-09 오전 7:35:36,양천구,신월2동,서대문구,신촌동,2022/05/09 7:00,2022/05/09 7:35,35,7,37.52,134.84,37.57,126.93
7846,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:16:59,2022-05-09 오전 7:41:24,용산구,남영동,금천구,가산동,2022/05/09 7:00,2022/05/09 7:41,41,7,37.54,126.97,37.47,126.89
5661,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:08,2022-05-09 오전 7:36:30,서대문구,홍제제1동,강남구,역삼1동,2022/05/09 7:00,2022/05/09 7:36,36,7,37.58,126.94,37.5,127.03
8034,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:14:07,2022-05-09 오전 7:37:55,도봉구,쌍문제4동,성북구,삼선동,2022/05/09 7:00,2022/05/09 7:37,37,7,37.65,127.03,37.58,127.01
1075,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:01:04,2022-05-09 오전 7:15:01,송파구,거여1동,강서구,가양제1동,2022/05/09 7:00,2022/05/09 7:15,15,7,37.49,127.14,37.57,126.83
8171,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:18,2022-05-09 오전 7:24:42,성동구,금호4가동,성남시분당구,야탑3동,2022/05/09 7:00,2022/05/09 7:24,24,7,37.55,127.02,,
1564,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:35:54,2022-05-09 오전 8:09:37,관악구,성현동,동작구,흑석동,2022/05/09 7:00,2022/05/09 8:09,69,7,37.49,126.94,37.5,126.96
805,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 8:06:08,2022-05-09 오전 8:26:42,노원구,상계3.4동,노원구,중계1동,2022/05/09 7:00,2022/05/09 8:26,86,7,37.67,127.08,37.65,127.07
3256,중형 승용,2022-05-09 오전 7:00:00,2022-05-09 오전 6:28:09,2022-05-09 오전 7:11:06,강북구,번제2동,영등포구,영등포동,2022/05/09 7:00,2022/05/09 7:11,11,7,37.63,127.04,37.52,126.9
3581,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:03:33,2022-05-09 오전 7:29:43,구로구,고척제1동,은평구,녹번동,2022/05/09 7:00,2022/05/09 7:29,29,7,37.5,126.86,37.6,126.93
8285,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:13,2022-05-09 오전 7:35:07,관악구,신림동,은평구,진관동,2022/05/09 7:00,2022/05/09 7:35,35,7,37.48,126.92,37.64,126.92
7801,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:04,2022-05-09 오전 7:23:55,마포구,성산제2동,강남구,대치2동,2022/05/09 7:00,2022/05/09 7:23,23,7,37.57,126.9,37.49,127.06
4964,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:59,2022-05-09 오전 7:26:53,노원구,월계2동,종로구,종로1.2.3.4가동,2022/05/09 7:00,2022/05/09 7:26,26,7,37.63,127.05,37.57,126.98
3608,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:06,2022-05-09 오전 7:26:52,송파구,오금동,종로구,이화동,2022/05/09 7:00,2022/05/09 7:26,26,7,37.5,127.13,37.58,127
9141,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:37,2022-05-09 오전 7:23:43,중랑구,망우본동,은평구,구산동,2022/05/09 7:00,2022/05/09 7:23,23,7,37.6,127.1,37.6,126.9
7937,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:15,2022-05-09 오전 7:12:51,중랑구,묵제1동,마포구,상암동,2022/05/09 7:00,2022/05/09 7:12,12,7,37.61,127.08,37.58,126.89
7865,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 8:05:18,2022-05-09 오전 8:28:36,강서구,화곡제1동,양천구,목5동,2022/05/09 7:00,2022/05/09 8:28,88,7,37.53,126.84,37.53,126.88
8051,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 8:10:07,2022-05-09 오전 8:41:50,강서구,가양제3동,마포구,상암동,2022/05/09 7:00,2022/05/09 8:41,101,7,37.56,126.86,37.58,126.89
8107,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:03:12,2022-05-09 오전 7:13:25,노원구,중계본동,영등포구,영등포동,2022/05/09 7:00,2022/05/09 7:13,13,7,37.65,127.08,37.52,126.9
7657,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:45,2022-05-09 오전 7:28:10,마포구,성산제1동,송파구,가락본동,2022/05/09 7:00,2022/05/09 7:28,28,7,37.56,126.91,37.49,127.12
7845,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:51:44,2022-05-09 오전 8:15:06,성북구,월곡제1동,서대문구,신촌동,2022/05/09 7:00,2022/05/09 8:15,75,7,37.61,127.03,37.57,126.93
7905,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:22,2022-05-09 오전 7:23:29,강북구,삼양동,관악구,낙성대동,2022/05/09 7:00,2022/05/09 7:23,23,7,37.61,127.01,37.46,126.95
6174,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:05,2022-05-09 오전 7:41:06,관악구,낙성대동,송파구,문정2동,2022/05/09 7:00,2022/05/09 7:41,41,7,37.47,126.96,37.48,127.12
4392,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:00:17,2022-05-09 오전 7:31:14,성북구,정릉제3동,강동구,길동,2022/05/09 7:00,2022/05/09 7:31,31,7,37.6,126.99,37.53,127.14
8067,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:56,2022-05-09 오전 7:19:27,노원구,상계1동,종로구,종로1.2.3.4가동,2022/05/09 7:00,2022/05/09 7:19,19,7,37.68,127.05,37.57,126.98
8136,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:10:10,2022-05-09 오전 7:38:55,도봉구,방학제2동,종로구,종로1.2.3.4가동,2022/05/09 7:00,2022/05/09 7:38,38,7,37.67,127.03,37.57,126.98
3598,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:34:58,2022-05-09 오전 7:55:26,관악구,은천동,서대문구,신촌동,2022/05/09 7:00,2022/05/09 7:55,55,7,37.48,126.94,37.57,126.93
8202,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:51,2022-05-09 오전 7:51:22,강동구,천호제3동,종로구,이화동,2022/05/09 7:00,2022/05/09 7:51,51,7,37.53,127.13,37.58,127
8259,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:49,2022-05-09 오전 7:30:43,송파구,장지동,서대문구,신촌동,2022/05/09 7:00,2022/05/09 7:30,30,7,37.48,127.13,37.57,126.93
7816,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:38:51,2022-05-09 오전 7:53:29,노원구,월계3동,성동구,왕십리도선동,2022/05/09 7:00,2022/05/09 7:53,53,7,37.62,127.07,37.57,127.03
7915,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:03,2022-05-09 오전 7:22:10,노원구,상계8동,종로구,사직동,2022/05/09 7:00,2022/05/09 7:22,22,7,37.66,127.05,37.57,126.96
3705,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:42:40,2022-05-09 오전 7:58:46,강북구,삼각산동,강서구,화곡제6동,2022/05/09 7:00,2022/05/09 7:58,58,7,37.61,127.01,37.55,126.85
8153,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:59,2022-05-09 오전 7:21:32,노원구,공릉1.3동,송파구,문정2동,2022/05/09 7:00,2022/05/09 7:21,21,7,37.62,127.07,37.48,127.12
4694,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:49,2022-05-09 오전 7:19:34,구로구,개봉제3동,종로구,이화동,2022/05/09 7:00,2022/05/09 7:19,19,7,37.48,126.85,37.58,127
4202,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:22,2022-05-09 오전 7:28:01,노원구,중계4동,강서구,공항동,2022/05/09 7:00,2022/05/09 7:28,28,7,37.66,127.07,37.55,126.81
8026,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:26,2022-05-09 오전 7:29:05,동대문구,이문제3동,성남시수정구,단대동,2022/05/09 7:00,2022/05/09 7:29,29,7,37.6,127.07,,
6994,대형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:02:21,2022-05-09 오전 7:22:16,도봉구,도봉제2동,중구,명동,2022/05/09 7:00,2022/05/09 7:22,22,7,37.68,127.05,37.56,126.98
8169,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 8:34:30,2022-05-09 오전 9:01:12,강남구,개포4동,강남구,대치1동,2022/05/09 7:00,2022/05/09 9:01,121,7,37.47,127.04,37.49,127.05
8070,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:27,2022-05-09 오전 7:18:04,노원구,상계8동,영등포구,영등포동,2022/05/09 7:00,2022/05/09 7:18,18,7,37.66,127.05,37.52,126.9
5796,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:54:44,2022-05-09 오전 8:18:39,도봉구,도봉제1동,동대문구,회기동,2022/05/09 7:00,2022/05/09 8:18,78,7,37.68,127.04,37.59,127.05
8239,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:10,2022-05-09 오전 7:25:40,중랑구,면목제3.8동,안양시동안구,관양1동,2022/05/09 7:00,2022/05/09 7:25,25,7,37.58,127.09,,
1446,대형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:45:21,2022-05-09 오전 8:11:58,송파구,잠실본동,부천시원미구,심곡2동,2022/05/09 7:00,2022/05/09 8:11,71,7,37.5,127.08,,
820,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:36:47,2022-05-09 오전 7:52:39,강북구,송중동,서초구,서초1동,2022/05/09 7:00,2022/05/09 7:52,52,7,37.61,127.03,37.49,127.02
8271,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:42:33,2022-05-09 오전 7:54:06,노원구,상계10동,송파구,잠실2동,2022/05/09 7:00,2022/05/09 7:54,54,7,37.65,127.06,37.51,127.18
9147,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:02,2022-05-09 오전 7:39:11,은평구,대조동,강동구,둔촌제2동,2022/05/09 7:00,2022/05/09 7:39,39,7,37.61,126.92,37.53,127.14
811,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:59:53,2022-05-09 오전 8:13:26,노원구,상계1동,강동구,둔촌제2동,2022/05/09 7:00,2022/05/09 8:13,73,7,37.68,127.05,37.53,127.14
7801,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:04,2022-05-09 오전 7:23:55,마포구,성산제2동,강남구,대치2동,2022/05/09 7:00,2022/05/09 7:23,23,7,37.57,126.9,37.49,127.06
8204,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:03,2022-05-09 오전 7:35:06,강서구,발산제1동,서대문구,신촌동,2022/05/09 7:00,2022/05/09 7:35,35,7,37.55,126.83,37.57,126.93
3563,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:18,2022-05-09 오전 7:35:19,강서구,가양제1동,양천구,신정3동,2022/05/09 7:00,2022/05/09 7:35,35,7,37.57,126.84,37.51,126.84
817,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:32,2022-05-09 오전 7:23:14,강동구,명일제1동,강동구,둔촌제2동,2022/05/09 7:00,2022/05/09 7:23,23,7,37.55,127.144,37.53,127.14
3208,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 6:17:57,2022-05-09 오전 6:35:00,송파구,잠실2동,영등포구,양평제2동,2022/05/09 7:00,2022/05/09 6:35,25,7,37.51,127.08,37.53,126.89
8165,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:25,2022-05-09 오전 7:09:01,마포구,도화동,마포구,도화동,2022/05/09 7:00,2022/05/09 7:09,9,7,37.55,126.95,37.54,126.95
2721,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:01:21,2022-05-09 오전 7:09:36,광진구,중곡제3동,광진구,중곡제2동,2022/05/09 7:00,2022/05/09 7:09,9,7,37.57,127.08,37.56,127.08
3710,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:56,2022-05-09 오전 7:14:59,금천구,독산제1동,금천구,독산제3동,2022/05/09 7:00,2022/05/09 7:14,14,7,37.47,126.9,37.47,126.9
7822,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:01,2022-05-09 오전 7:14:28,중랑구,신내2동,중랑구,묵제1동,2022/05/09 7:00,2022/05/09 7:14,14,7,37.61,127.09,37.61,127.08
1647,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:28,2022-05-09 오전 7:12:25,양천구,신정4동,양천구,목1동,2022/05/09 7:00,2022/05/09 7:12,12,7,37.52,126.85,37.53,126.87
3602,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:13,2022-05-09 오전 7:17:52,구로구,고척제2동,구로구,고척제1동,2022/05/09 7:00,2022/05/09 7:17,17,7,37.5,126.85,37.5,126.86
7642,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:01:36,2022-05-09 오전 7:07:54,중랑구,면목제7동,광진구,구의제2동,2022/05/09 7:00,2022/05/09 7:07,7,7,37.58,127.08,37.55,127.09
9681,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 6:37:32,2022-05-09 오전 6:43:26,은평구,응암제2동,서초구,반포4동,2022/05/09 7:00,2022/05/09 6:43,17,7,37.59,126.92,37.5,127
1373,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:22,2022-05-09 오전 7:17:26,노원구,공릉2동,중랑구,묵제1동,2022/05/09 7:00,2022/05/09 7:17,17,7,37.62,127.08,37.61,127.08
3564,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:37,2022-05-09 오전 7:16:43,강서구,방화제2동,강서구,발산제1동,2022/05/09 7:00,2022/05/09 7:16,16,7,37.56,126.8,37.55,126.83
6781,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:44,2022-05-09 오전 7:20:54,성동구,금호4가동,중구,신당제3동,2022/05/09 7:00,2022/05/09 7:20,20,7,37.55,127.02,37.56,127.01
8262,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:05,2022-05-09 오전 7:17:20,종로구,명륜3가동,종로구,종로5.6가동,2022/05/09 7:00,2022/05/09 7:17,17,7,37.57,127,37.57,127
7626,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 6:38:40,2022-05-09 오전 6:59:23,강북구,번제3동,중랑구,망우본동,2022/05/09 7:00,2022/05/09 6:59,1,7,37.62,127.04,37.6,127.1
8134,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:24,2022-05-09 오전 7:20:01,마포구,성산제1동,마포구,서교동,2022/05/09 7:00,2022/05/09 7:20,20,7,37.56,126.91,37.55,126.92
3598,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:03:48,2022-05-09 오전 7:14:51,금천구,독산제3동,구로구,구로제2동,2022/05/09 7:00,2022/05/09 7:14,14,7,37.47,126.9,37.5,126.87
5586,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:07,2022-05-09 오전 7:18:56,강동구,천호제1동,강동구,상일동,2022/05/09 7:00,2022/05/09 7:18,18,7,37.54,127.13,37.55,127.16
4174,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:29,2022-05-09 오전 7:16:15,노원구,월계1동,노원구,월계1동,2022/05/09 7:00,2022/05/09 7:16,16,7,37.62,127.06,37.62,127.05
8420,대형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:50,2022-05-09 오전 7:14:48,양천구,목1동,강서구,화곡제6동,2022/05/09 7:00,2022/05/09 7:14,14,7,37.52,126.87,37.55,126.85
6388,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:01:26,2022-05-09 오전 7:18:41,동작구,신대방제2동,구로구,구로제2동,2022/05/09 7:00,2022/05/09 7:18,18,7,37.5,126.92,37.5,126.87
1564,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:08,2022-05-09 오전 7:13:59,금천구,시흥제1동,영등포구,대림제3동,2022/05/09 7:00,2022/05/09 7:13,13,7,37.45,126.9,37.5,126.9
7816,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:47,2022-05-09 오전 7:19:56,성북구,삼선동,성북구,길음제2동,2022/05/09 7:00,2022/05/09 7:19,19,7,37.59,127.01,37.6,127.02
1566,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:51,2022-05-09 오전 7:16:18,동대문구,답십리제4동,동대문구,전농제3동,2022/05/09 7:00,2022/05/09 7:16,16,7,37.57,127.05,37.57,127.06
820,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:28,2022-05-09 오전 7:20:32,노원구,공릉2동,강북구,번제1동,2022/05/09 7:00,2022/05/09 7:20,20,7,37.62,127.08,37.63,127.02
7821,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:09,2022-05-09 오전 7:22:00,양천구,신정2동,양천구,신정3동,2022/05/09 7:00,2022/05/09 7:22,22,7,37.52,126.87,37.51,126.84
5798,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:27,2022-05-09 오전 7:17:36,광진구,구의제2동,강동구,둔촌제2동,2022/05/09 7:00,2022/05/09 7:17,17,7,37.54,127.09,37.53,127.14
