,no,cartype,receipttime,settime,ridetime,startpos1,startpos2,endpos1,endpos2,receipt,ride,receipt-ride,hour,startlat,startlon,endlat,endlon
1773,7909,중형승합,2022-05-08 오전 7:00:00,2022-05-08 오전 7:04:45,2022-05-08 오전 7:20:42,양천구,신월7동,중구,회현동,2022/05/08 7:00,2022/05/08 7:20,20,7,37.52,126.83,37.55,126.97
1774,823,중형승합,2022-05-08 오전 7:00:00,2022-05-08 오전 7:05:07,2022-05-08 오전 7:13:43,노원구,중계2.3동,송파구,잠실본동,2022/05/08 7:00,2022/05/08 7:13,13,7,37.64,127.06,37.5,127.08
1775,8028,중형 승합,2022-05-08 오전 7:00:00,2022-05-08 오전 7:05:46,2022-05-08 오전 7:18:28,광진구,자양제1동,성동구,성수1가제1동,2022/05/08 7:00,2022/05/08 7:18,18,7,37.53,127.08,37.54,127.04
1777,3627,중형승합,2022-05-08 오전 7:00:00,2022-05-08 오전 7:04:49,2022-05-08 오전 7:27:08,금천구,시흥제2동,영등포구,여의동,2022/05/08 7:00,2022/05/08 7:27,27,7,37.45,126.92,37.52,126.92
1779,7645,중형승합,2022-05-08 오전 7:00:00,2022-05-08 오전 7:08:58,2022-05-08 오전 7:18:32,도봉구,도봉제1동,동대문구,전농제2동,2022/05/08 7:00,2022/05/08 7:18,18,7,37.68,127.04,37.58,127.06
1780,1550,중형 승합,2022-05-08 오전 7:00:00,2022-05-08 오전 7:05:54,2022-05-08 오전 7:33:43,강남구,수서동,송파구,잠실2동,2022/05/08 7:00,2022/05/08 7:33,33,7,37.485,127.1,37.51,127.18
1782,3564,중형 승합,2022-05-08 오전 7:00:00,2022-05-08 오전 7:08:27,2022-05-08 오전 7:32:18,강서구,발산제1동,강서구,등촌제3동,2022/05/08 7:00,2022/05/08 7:32,32,7,37.55,126.83,37.55,126.84
1783,3654,중형 승합,2022-05-08 오전 7:00:00,2022-05-08 오전 7:08:19,2022-05-08 오전 7:23:26,은평구,불광제1동,은평구,진관동,2022/05/08 7:00,2022/05/08 7:23,23,7,37.61,126.93,37.64,126.92
1784,8012,중형 승합,2022-05-08 오전 7:00:00,2022-05-08 오전 7:08:13,2022-05-08 오전 7:24:28,광진구,구의제1동,강서구,방화제2동,2022/05/08 7:00,2022/05/08 7:24,24,7,37.54,127.08,37.56,126.8
1785,8050,중형 승합,2022-05-08 오전 7:00:00,2022-05-08 오전 7:02:43,2022-05-08 오전 7:22:10,강북구,삼양동,강서구,공항동,2022/05/08 7:00,2022/05/08 7:22,22,7,37.61,127.01,37.55,126.81
1786,8026,중형 승합,2022-05-08 오전 7:00:00,2022-05-08 오전 7:05:48,2022-05-08 오전 7:12:14,강북구,번제3동,강동구,상일동,2022/05/08 7:00,2022/05/08 7:12,12,7,37.62,127.04,37.55,127.16
1787,7937,중형승합,2022-05-08 오전 7:00:17,2022-05-08 오전 7:10:03,2022-05-08 오전 7:21:43,노원구,월계1동,노원구,상계6.7동,2022/05/08 7:00,2022/05/08 7:21,21,7,37.62,127.06,37.65,127.06
1788,7630,중형승합,2022-05-08 오전 7:05:00,2022-05-08 오전 7:13:51,2022-05-08 오전 7:27:28,도봉구,창제3동,중랑구,면목제2동,2022/05/08 7:05,2022/05/08 7:27,22,7,37.63,127.04,37.59,127.07
1789,7919,중형승합,2022-05-08 오전 7:05:00,2022-05-08 오전 7:13:26,2022-05-08 오전 7:26:20,도봉구,창제1동,도봉구,창제4동,2022/05/08 7:05,2022/05/08 7:26,21,7,37.65,127.04,37.65,127.05
1790,8074,중형 승합,2022-05-08 오전 7:06:00,2022-05-08 오전 7:15:52,2022-05-08 오전 7:30:58,서초구,방배본동,구로구,오류제1동,2022/05/08 7:06,2022/05/08 7:30,24,7,37.49,126.99,37.49,126.84
1791,5727,중형승합,2022-05-08 오전 7:07:00,2022-05-08 오전 7:22:58,2022-05-08 오전 7:51:35,서초구,서초4동,강동구,둔촌제2동,2022/05/08 7:07,2022/05/08 7:51,44,7,37.5,127.01,37.53,127.14
1792,6776,중형승합,2022-05-08 오전 7:09:37,2022-05-08 오전 7:15:13,2022-05-08 오전 7:42:23,은평구,불광제1동,구로구,수궁동,2022/05/08 7:09,2022/05/08 7:42,33,7,37.61,126.93,37.49,126.83
1795,6174,중형 승합,2022-05-08 오전 7:16:00,2022-05-08 오전 7:17:24,2022-05-08 오전 7:45:09,서초구,방배2동,강서구,공항동,2022/05/08 7:16,2022/05/08 7:45,29,7,37.48,126.98,37.55,126.81
1796,3710,중형승합,2022-05-08 오전 7:16:20,2022-05-08 오전 7:17:32,2022-05-08 오전 7:30:45,금천구,독산제1동,금천구,시흥제5동,2022/05/08 7:16,2022/05/08 7:30,14,7,37.47,126.9,37.45,126.9
1797,8050,중형 승합,2022-05-08 오전 7:17:00,2022-05-08 오전 7:53:22,2022-05-08 오전 8:07:26,강서구,공항동,은평구,신사제1동,2022/05/08 7:17,2022/05/08 8:07,50,7,37.55,126.81,37.6,126.91
1798,4154,중형승합,2022-05-08 오전 7:17:00,2022-05-08 오전 7:25:37,2022-05-08 오전 7:41:20,동작구,흑석동,서초구,양재1동,2022/05/08 7:17,2022/05/08 7:41,24,7,37.51,126.96,37.47,127.02
1799,5796,중형승합,2022-05-08 오전 7:17:00,2022-05-08 오전 7:25:38,2022-05-08 오전 7:50:57,노원구,중계4동,광진구,화양동,2022/05/08 7:17,2022/05/08 7:50,33,7,37.66,127.07,37.54,127.07
1800,8271,중형 승합,2022-05-08 오전 7:18:00,2022-05-08 오전 7:25:53,2022-05-08 오전 7:50:42,노원구,하계1동,동대문구,답십리제3동,2022/05/08 7:18,2022/05/08 7:50,32,7,37.64,127.07,37.56,127.06
1801,5755,중형승합,2022-05-08 오전 7:19:00,2022-05-08 오전 7:21:31,2022-05-08 오전 7:46:33,강북구,번제3동,성북구,월곡제1동,2022/05/08 7:19,2022/05/08 7:46,27,7,37.62,127.04,37.61,127.03
1804,7816,중형승합,2022-05-08 오전 7:20:41,2022-05-08 오전 7:23:21,2022-05-08 오전 8:03:16,성북구,길음제2동,관악구,행운동,2022/05/08 7:20,2022/05/08 8:03,43,7,37.6,127.02,37.48,126.96
1805,8169,중형 승합,2022-05-08 오전 7:21:00,2022-05-08 오전 7:38:32,2022-05-08 오전 8:03:54,관악구,성현동,서초구,반포4동,2022/05/08 7:21,2022/05/08 8:03,42,7,37.49,126.94,37.5,127
1806,810,중형승합,2022-05-08 오전 7:21:55,2022-05-08 오전 7:30:29,2022-05-08 오전 7:48:29,강동구,길동,강동구,명일제1동,2022/05/08 7:21,2022/05/08 7:48,27,7,37.53,127.14,37.55,127.14
1807,3657,중형승합,2022-05-08 오전 7:22:00,2022-05-08 오전 7:31:28,2022-05-08 오전 7:50:08,성동구,행당제2동,송파구,잠실2동,2022/05/08 7:22,2022/05/08 7:50,28,7,37.56,127.03,37.51,127.18
1808,3608,중형 승합,2022-05-08 오전 7:24:00,2022-05-08 오전 7:30:17,2022-05-08 오전 7:50:54,강남구,일원1동,강남구,일원본동,2022/05/08 7:24,2022/05/08 7:50,26,7,37.49,127.08,37.48,127.08
1809,6779,중형승합,2022-05-08 오전 7:24:37,2022-05-08 오전 7:30:13,2022-05-08 오전 7:48:32,마포구,도화동,영등포구,여의동,2022/05/08 7:24,2022/05/08 7:48,24,7,37.55,126.95,37.52,126.92
1810,5721,중형승합,2022-05-08 오전 7:27:00,2022-05-08 오전 7:34:03,2022-05-08 오전 7:54:22,송파구,장지동,서대문구,충현동,2022/05/08 7:27,2022/05/08 7:54,27,7,37.48,127.13,37.56,126.96
1811,832,중형승합,2022-05-08 오전 7:29:00,2022-05-08 오전 7:49:44,2022-05-08 오전 8:02:47,성북구,동선동,강남구,역삼2동,2022/05/08 7:29,2022/05/08 8:02,33,7,37.59,127.02,37.49,127.04
1812,8228,중형승합,2022-05-08 오전 7:32:00,2022-05-08 오전 7:40:30,2022-05-08 오전 8:07:00,강서구,등촌제3동,구로구,오류제2동,2022/05/08 7:32,2022/05/08 8:07,35,7,37.55,126.84,37.48,126.83
1813,3573,중형 승합,2022-05-08 오전 7:34:00,2022-05-08 오전 7:36:02,2022-05-08 오전 7:47:33,성동구,성수1가제2동,성동구,성수1가제1동,2022/05/08 7:34,2022/05/08 7:47,13,7,37.55,127.04,37.54,127.04
1814,8026,중형 승합,2022-05-08 오전 7:36:26,2022-05-08 오전 7:56:24,2022-05-08 오전 8:17:36,강동구,강일동,중랑구,면목제3.8동,2022/05/08 7:36,2022/05/08 8:17,41,7,37.56,127.17,37.58,127.1
1815,7801,중형승합,2022-05-08 오전 7:37:00,2022-05-08 오전 7:44:28,2022-05-08 오전 8:01:20,강서구,등촌제3동,영등포구,문래동,2022/05/08 7:37,2022/05/08 8:01,24,7,37.55,126.84,37.51,126.89
1816,1550,중형 승합,2022-05-08 오전 7:38:38,2022-05-08 오전 7:52:56,2022-05-08 오전 8:07:56,강동구,길동,성동구,마장동,2022/05/08 7:38,2022/05/08 8:07,29,7,37.53,127.14,37.56,127.04
1817,1562,중형 승합,2022-05-08 오전 7:41:00,2022-05-08 오전 7:47:15,2022-05-08 오전 8:06:08,종로구,부암동,종로구,창신제1동,2022/05/08 7:41,2022/05/08 8:06,25,7,37.59,126.96,37.57,127.01
1818,5797,중형승합,2022-05-08 오전 7:44:50,2022-05-08 오전 8:06:14,2022-05-08 오전 8:18:47,구로구,구로제4동,서초구,잠원동,2022/05/08 7:44,2022/05/08 8:18,34,7,37.49,126.89,37.51,127.01
1819,3645,중형승합,2022-05-08 오전 7:47:00,2022-05-08 오전 7:54:22,2022-05-08 오전 8:13:32,강서구,등촌제3동,영등포구,여의동,2022/05/08 7:47,2022/05/08 8:13,26,7,37.55,126.84,37.52,126.92
1820,8169,중형 승합,2022-05-08 오전 7:48:00,2022-05-08 오전 8:32:39,2022-05-08 오전 8:59:21,서초구,양재1동,관악구,신림동,2022/05/08 7:48,2022/05/08 8:59,71,7,37.47,127.02,37.48,126.92
1821,1760,중형승합,2022-05-08 오전 7:49:49,2022-05-08 오전 8:07:55,2022-05-08 오전 8:26:05,관악구,서림동,용산구,서빙고동,2022/05/08 7:49,2022/05/08 8:26,37,7,37.47,126.93,37.52,126.98
1822,3694,중형 승합,2022-05-08 오전 7:51:00,2022-05-08 오전 7:51:39,2022-05-08 오전 8:14:58,중구,중림동,용산구,남영동,2022/05/08 7:51,2022/05/08 8:14,23,7,37.55,126.96,37.54,126.97
1823,7630,중형승합,2022-05-08 오전 7:51:54,2022-05-08 오전 7:58:11,2022-05-08 오전 8:24:24,성북구,길음제1동,송파구,가락본동,2022/05/08 7:51,2022/05/08 8:24,33,7,37.61,127.02,37.49,127.12
1824,7937,중형승합,2022-05-08 오전 7:52:12,2022-05-08 오전 8:01:22,2022-05-08 오전 8:25:02,강북구,번제2동,성북구,정릉제3동,2022/05/08 7:52,2022/05/08 8:25,33,7,37.63,127.04,37.61,126.99
1825,3654,중형 승합,2022-05-08 오전 7:54:04,2022-05-08 오전 8:01:33,2022-05-08 오전 8:11:00,은평구,진관동,은평구,불광제1동,2022/05/08 7:54,2022/05/08 8:11,17,7,37.64,126.92,37.62,126.93
1826,7909,중형승합,2022-05-08 오전 7:54:30,2022-05-08 오전 7:56:05,2022-05-08 오전 8:11:30,용산구,이촌제1동,서초구,반포4동,2022/05/08 7:54,2022/05/08 8:11,17,7,37.52,126.97,37.5,127
1827,7817,중형승합,2022-05-08 오전 7:55:00,2022-05-08 오전 8:10:39,2022-05-08 오전 8:23:22,관악구,난곡동,마포구,서교동,2022/05/08 7:55,2022/05/08 8:23,28,7,37.47,126.92,37.55,126.92
1828,7919,중형승합,2022-05-08 오전 7:55:00,2022-05-08 오전 8:03:50,2022-05-08 오전 8:21:06,노원구,중계2.3동,성북구,길음제2동,2022/05/08 7:55,2022/05/08 8:21,26,7,37.64,127.06,37.6,127.02
1829,1375,중형승합,2022-05-08 오전 7:55:22,2022-05-08 오전 8:08:39,2022-05-08 오전 8:21:58,양천구,신정3동,동대문구,전농제2동,2022/05/08 7:55,2022/05/08 8:21,26,7,37.51,126.84,37.58,127.06
1830,9128,중형 승합,2022-05-08 오전 7:56:18,2022-05-08 오전 8:02:15,2022-05-08 오전 8:13:39,강서구,방화제3동,영등포구,여의동,2022/05/08 7:56,2022/05/08 8:13,17,7,37.57,126.81,37.52,126.92
1831,5755,중형승합,2022-05-08 오전 7:58:00,2022-05-08 오전 7:58:24,2022-05-08 오전 8:27:31,노원구,하계1동,노원구,공릉1.3동,2022/05/08 7:58,2022/05/08 8:27,29,7,37.64,127.07,37.62,127.07
1832,7606,중형승합,2022-05-08 오전 7:58:25,2022-05-08 오전 8:06:33,2022-05-08 오전 8:23:31,마포구,도화동,동대문구,장안제2동,2022/05/08 7:58,2022/05/08 8:23,25,7,37.55,126.95,37.58,127.07
1834,5665,중형승합,2022-05-08 오전 7:59:50,2022-05-08 오전 8:07:15,2022-05-08 오전 8:23:19,종로구,명륜3가동,종로구,이화동,2022/05/08 7:59,2022/05/08 8:23,24,7,37.57,127,37.58,127
1835,9139,중형 승합,2022-05-08 오전 8:00:00,2022-05-08 오전 8:00:51,2022-05-08 오전 8:22:15,송파구,장지동,강남구,일원본동,2022/05/08 8:00,2022/05/08 8:22,22,8,37.48,127.13,37.48,127.08
1837,8180,중형 승합,2022-05-08 오전 8:00:00,2022-05-08 오전 8:08:43,2022-05-08 오전 8:28:01,구로구,오류제1동,동대문구,청량리동,2022/05/08 8:00,2022/05/08 8:28,28,8,37.49,126.84,37.59,127.05
1838,1470,중형 승합,2022-05-08 오전 8:00:00,2022-05-08 오전 8:07:32,2022-05-08 오전 8:20:21,노원구,월계3동,송파구,잠실2동,2022/05/08 8:00,2022/05/08 8:20,20,8,37.62,127.07,37.51,127.18
1839,4714,중형 승합,2022-05-08 오전 8:00:00,2022-05-08 오전 8:05:58,2022-05-08 오전 8:27:16,강서구,가양제2동,중구,명동,2022/05/08 8:00,2022/05/08 8:27,27,8,37.56,126.85,37.56,126.98
1840,3710,중형승합,2022-05-08 오전 8:00:00,2022-05-08 오전 7:50:54,2022-05-08 오전 8:11:00,금천구,독산제1동,영등포구,신길제7동,2022/05/08 8:00,2022/05/08 8:11,11,8,37.47,126.9,37.5,126.92
1841,830,중형승합,2022-05-08 오전 8:00:00,2022-05-08 오전 8:07:34,2022-05-08 오전 8:22:17,노원구,상계10동,노원구,중계4동,2022/05/08 8:00,2022/05/08 8:22,22,8,37.65,127.06,37.66,127.08
1842,9153,중형 승합,2022-05-08 오전 8:00:00,2022-05-08 오전 8:06:57,2022-05-08 오전 8:21:52,마포구,성산제2동,구로구,수궁동,2022/05/08 8:00,2022/05/08 8:21,21,8,37.57,126.9,37.49,126.83
1843,1565,중형 승합,2022-05-08 오전 8:00:00,2022-05-08 오전 8:08:45,2022-05-08 오전 8:12:09,중랑구,신내1동,송파구,잠실7동,2022/05/08 8:00,2022/05/08 8:12,12,8,37.6,127.1,37.5,127.07
1844,3642,중형 승합,2022-05-08 오전 8:00:00,2022-05-08 오전 8:09:47,2022-05-08 오전 8:25:03,구로구,수궁동,강동구,길동,2022/05/08 8:00,2022/05/08 8:25,25,8,37.49,126.83,37.53,127.14
1845,8254,중형승합,2022-05-08 오전 8:00:00,2022-05-08 오전 8:09:02,2022-05-08 오전 8:38:50,용산구,용문동,용산구,이촌제1동,2022/05/08 8:00,2022/05/08 8:38,38,8,37.53,126.95,37.52,126.97
1847,6776,중형승합,2022-05-08 오전 8:01:53,2022-05-08 오전 8:19:03,2022-05-08 오전 8:26:18,구로구,수궁동,강동구,길동,2022/05/08 8:01,2022/05/08 8:26,25,8,37.49,126.83,37.53,127.14
1848,5739,중형승합,2022-05-08 오전 8:02:00,2022-05-08 오전 8:10:23,2022-05-08 오전 8:43:36,은평구,진관동,송파구,오륜동,2022/05/08 8:02,2022/05/08 8:43,41,8,37.64,126.92,37.51,127.13
1850,4178,중형승합,2022-05-08 오전 8:03:00,2022-05-08 오전 8:11:44,2022-05-08 오전 8:32:09,도봉구,방학제2동,도봉구,도봉제1동,2022/05/08 8:03,2022/05/08 8:32,29,8,37.67,127.03,37.68,127.04
1851,803,중형승합,2022-05-08 오전 8:03:00,2022-05-08 오전 8:04:31,2022-05-08 오전 8:31:46,종로구,가회동,중구,명동,2022/05/08 8:03,2022/05/08 8:31,28,8,37.58,126.98,37.56,126.98
1853,801,중형승합,2022-05-08 오전 8:05:00,2022-05-08 오전 8:08:07,2022-05-08 오전 8:27:50,동작구,상도제3동,동작구,노량진제2동,2022/05/08 8:05,2022/05/08 8:27,22,8,37.5,126.93,37.51,126.93
1854,840,중형승합,2022-05-08 오전 8:05:00,2022-05-08 오전 8:13:42,2022-05-08 오전 8:26:16,중랑구,면목제2동,중랑구,상봉제2동,2022/05/08 8:05,2022/05/08 8:26,21,8,37.59,127.07,37.59,127.08
1855,7650,중형승합,2022-05-08 오전 8:05:00,2022-05-08 오전 8:10:32,2022-05-08 오전 8:26:03,광진구,중곡제4동,광진구,자양제1동,2022/05/08 8:05,2022/05/08 8:26,21,8,37.56,127.09,37.53,127.08
1856,823,중형승합,2022-05-08 오전 8:05:16,2022-05-08 오전 8:08:42,2022-05-08 오전 8:22:58,송파구,잠실본동,강남구,일원본동,2022/05/08 8:05,2022/05/08 8:22,17,8,37.5,127.08,37.48,127.08
1857,3627,중형승합,2022-05-08 오전 8:05:21,2022-05-08 오전 8:06:57,2022-05-08 오전 8:35:10,영등포구,여의동,용산구,서빙고동,2022/05/08 8:05,2022/05/08 8:35,30,8,37.52,126.92,37.52,126.98
1858,5695,중형승합,2022-05-08 오전 8:06:00,2022-05-08 오전 8:14:35,2022-05-08 오전 8:33:51,강북구,송중동,강북구,송천동,2022/05/08 8:06,2022/05/08 8:33,27,8,37.61,127.03,37.61,127.02
1859,7935,중형승합,2022-05-08 오전 8:06:01,2022-05-08 오전 8:15:16,2022-05-08 오전 8:38:08,동대문구,청량리동,동대문구,장안제2동,2022/05/08 8:06,2022/05/08 8:38,32,8,37.59,127.04,37.58,127.07
1861,8029,중형 승합,2022-05-08 오전 8:06:21,2022-05-08 오전 8:09:26,2022-05-08 오전 8:25:41,은평구,대조동,서대문구,신촌동,2022/05/08 8:06,2022/05/08 8:25,19,8,37.61,126.92,37.57,126.93
1862,8179,중형 승합,2022-05-08 오전 8:07:00,2022-05-08 오전 8:15:58,2022-05-08 오전 8:50:17,성북구,장위제3동,강북구,우이동,2022/05/08 8:07,2022/05/08 8:50,43,8,37.61,127.05,37.66,127.01
1863,7645,중형승합,2022-05-08 오전 8:07:00,2022-05-08 오전 8:15:54,2022-05-08 오전 8:30:12,동대문구,전농제2동,도봉구,도봉제1동,2022/05/08 8:07,2022/05/08 8:30,23,8,37.58,127.06,37.68,127.04
1864,7891,중형승합,2022-05-08 오전 8:07:10,2022-05-08 오전 8:08:49,2022-05-08 오전 8:25:32,중랑구,망우본동,광진구,중곡제3동,2022/05/08 8:07,2022/05/08 8:25,18,8,37.6,127.1,37.57,127.08
1865,3571,중형 승합,2022-05-08 오전 8:09:00,2022-05-08 오전 8:17:33,2022-05-08 오전 8:37:59,영등포구,양평제1동,영등포구,양평제1동,2022/05/08 8:09,2022/05/08 8:37,28,8,37.52,126.88,37.52,126.88
1866,7801,중형승합,2022-05-08 오전 8:10:00,2022-05-08 오전 8:27:51,2022-05-08 오전 8:50:40,금천구,독산제1동,강남구,일원1동,2022/05/08 8:10,2022/05/08 8:50,40,8,37.47,126.9,37.49,127.09
1867,7926,중형승합,2022-05-08 오전 8:10:08,2022-05-08 오전 8:14:42,2022-05-08 오전 8:29:37,노원구,공릉1.3동,서대문구,홍제제3동,2022/05/08 8:10,2022/05/08 8:29,19,8,37.62,127.07,37.59,126.95
1868,4986,중형 승합,2022-05-08 오전 8:11:00,2022-05-08 오전 8:11:35,2022-05-08 오전 8:28:59,은평구,녹번동,은평구,불광제2동,2022/05/08 8:11,2022/05/08 8:28,17,8,37.6,126.93,37.62,126.92
1870,8012,중형 승합,2022-05-08 오전 8:12:00,2022-05-08 오전 8:22:26,2022-05-08 오전 8:39:41,강서구,등촌제3동,강서구,등촌제1동,2022/05/08 8:12,2022/05/08 8:39,27,8,37.55,126.84,37.55,126.85
1872,3592,중형 승합,2022-05-08 오전 8:13:43,2022-05-08 오전 8:21:05,2022-05-08 오전 8:49:24,관악구,은천동,관악구,보라매동,2022/05/08 8:13,2022/05/08 8:49,36,8,37.48,126.94,37.49,126.93
1873,3694,중형 승합,2022-05-08 오전 8:14:28,2022-05-08 오전 8:30:04,2022-05-08 오전 8:55:41,서대문구,남가좌제2동,서대문구,남가좌제2동,2022/05/08 8:14,2022/05/08 8:55,41,8,37.58,126.92,37.58,126.92
1874,9150,중형 승합,2022-05-08 오전 8:14:55,2022-05-08 오전 8:23:08,2022-05-08 오전 8:50:03,용산구,용문동,용산구,서빙고동,2022/05/08 8:14,2022/05/08 8:50,36,8,37.53,126.95,37.52,126.98
1875,6174,중형 승합,2022-05-08 오전 8:14:58,2022-05-08 오전 8:18:04,2022-05-08 오전 8:44:44,강서구,화곡제6동,강서구,등촌제1동,2022/05/08 8:14,2022/05/08 8:44,30,8,37.55,126.85,37.55,126.85
1876,8271,중형 승합,2022-05-08 오전 8:15:00,2022-05-08 오전 8:26:46,2022-05-08 오전 8:50:16,성북구,월곡제1동,노원구,중계2.3동,2022/05/08 8:15,2022/05/08 8:50,35,8,37.61,127.03,37.64,127.07
1877,3657,중형승합,2022-05-08 오전 8:15:00,2022-05-08 오전 8:18:08,2022-05-08 오전 8:37:24,송파구,방이2동,송파구,방이2동,2022/05/08 8:15,2022/05/08 8:37,22,8,37.51,127.11,37.51,127.11
1878,3608,중형 승합,2022-05-08 오전 8:15:00,2022-05-08 오전 8:20:39,2022-05-08 오전 8:30:04,강남구,수서동,성동구,행당제1동,2022/05/08 8:15,2022/05/08 8:30,15,8,37.485,127.1,37.56,127.03
1879,6741,중형승합,2022-05-08 오전 8:17:00,2022-05-08 오전 8:25:59,2022-05-08 오전 8:41:26,도봉구,창제4동,강북구,우이동,2022/05/08 8:17,2022/05/08 8:41,24,8,37.65,127.05,37.66,127.01
1880,8259,중형승합,2022-05-08 오전 8:17:00,2022-05-08 오전 8:25:42,2022-05-08 오전 8:45:27,은평구,역촌동,영등포구,여의동,2022/05/08 8:17,2022/05/08 8:45,28,8,37.6,126.91,37.52,126.92
1881,8151,중형 승합,2022-05-08 오전 8:18:00,2022-05-08 오전 8:26:59,2022-05-08 오전 8:49:29,성북구,동선동,금천구,독산제1동,2022/05/08 8:18,2022/05/08 8:49,31,8,37.59,127.02,37.46,126.89
1882,3654,중형 승합,2022-05-08 오전 8:18:11,2022-05-08 오전 8:22:57,2022-05-08 오전 8:47:58,서대문구,홍은제2동,서대문구,홍제제3동,2022/05/08 8:18,2022/05/08 8:47,29,8,37.58,126.93,37.59,126.95
1884,5721,중형승합,2022-05-08 오전 8:23:28,2022-05-08 오전 8:29:32,2022-05-08 오전 8:37:42,종로구,교남동,은평구,신사제1동,2022/05/08 8:23,2022/05/08 8:37,14,8,37.57,126.96,37.6,126.91
1885,5796,중형승합,2022-05-08 오전 8:25:00,2022-05-08 오전 8:33:29,2022-05-08 오전 8:47:35,성동구,송정동,종로구,종로1.2.3.4가동,2022/05/08 8:25,2022/05/08 8:47,22,8,37.55,127.07,37.57,126.98
1886,830,중형승합,2022-05-08 오전 8:26:55,2022-05-08 오전 8:34:59,2022-05-08 오전 8:50:27,도봉구,창제1동,양천구,신월5동,2022/05/08 8:26,2022/05/08 8:50,24,8,37.65,127.04,37.53,126.83
1887,3564,중형 승합,2022-05-08 오전 8:27:00,2022-05-08 오전 8:55:40,2022-05-08 오전 9:12:52,강서구,방화제2동,강서구,방화제3동,2022/05/08 8:27,2022/05/08 9:12,45,8,37.56,126.8,37.57,126.81
1888,8050,중형 승합,2022-05-08 오전 8:28:00,2022-05-08 오전 8:37:11,2022-05-08 오전 8:56:29,마포구,상암동,성북구,보문동,2022/05/08 8:28,2022/05/08 8:56,28,8,37.58,126.9,37.58,127.02
