시설명,시도명,시군구명,소재지도로명주소,lat,lon
성북장애인보장구수리센터,서울특별시,성북구,서울특별시 성북구 보문로 133,37.59,127.02
월곡종합사회복지관,서울특별시,성북구,서울특별시 성북구 오패산로 16길 23,37.61,127.04
성북구지체장애인협회,서울특별시,성북구,서울특별시 성북구 화랑로 13가길 100,37.61,127.04
길음종합사회복지관,서울특별시,성북구,서울특별시 성북구 삼양로 8가길 32,37.61,127.02
성북구장애인단체연합회,서울특별시,성북구,서울특별시 성북구 오패산로3길 95,37.61,127.03
종합운동장역,서울특별시,송파구,서울특별시 송파구 올림픽로 23,37.51,127.07
잠실역,서울특별시,송파구,서울특별시 송파구 올림픽로 305,37.51,127.1
몽촌토성역,서울특별시,송파구,서울특별시 송파구 올림픽로 383,37.52,127.11
올림픽공원역,서울특별시,송파구,서울특별시 송파구 양재대로 1233,37.52,127.13
마천역,서울특별시,송파구,서울특별시 송파구 마천로57길 7,37.49,127.15
가락시장역,서울특별시,송파구,서울특별시 송파구 송파대로 257,37.49,127.12
복정역,서울특별시,송파구,서울특별시 송파구 송파대로 6,37.47,127.13
송파구청,서울특별시,송파구,서울특별시 송파구 올림픽로 326,37.51,127.11
방이복지관,서울특별시,송파구,서울특별시 송파구 오금로11길 68,37.51,127.11
서울장애인자립생활센터,서울특별시,송파구,"서울특별시 송파구 오금로 507, 거여빌딩 6층",37.49,127.15
송파구 보건지소,서울특별시,송파구,서울특별시 송파구 양산로 5,37.49,127.14
가락본동주민센터,서울특별시,송파구,서울특별시 송파구 송파대로 28길 39,37.5,127.12
석촌역,서울특별시,송파구,서울특별시 송파구 송파대로 지하 439,37.51,127.11
장지역,서울특별시,송파구,서울특별시 송파구 송파대로 지하 82,37.48,127.13
삼전역,서울특별시,송파구,서울특별시 송파구 백제고분로 지하 189,37.5,127.09
석촌고분역,서울특별시,송파구,서울특별시 송파구 백제고분로 지하 274,37.5,127.1
석촌역,서울특별시,송파구,서울특별시 송파구 백제고분로 지하 368,37.51,127.11
송파나루역,서울특별시,송파구,서울특별시 송파구 백제고분로 지하 446,37.51,127.11
한성백제역,서울특별시,송파구,서울특별시 송파구 위례성대로 지하 29,37.52,127.12
올림픽공원역,서울특별시,송파구,서울특별시 송파구 양재대로 지하 1231,37.52,127.13
인성장애인복지관,서울특별시,송파구,서울특별시 송파구 마천로61길 26?,37.49,127.16
송파구장애인운전교육원,서울특별시,송파구,서울특별시 송파구 삼학사로2길 49?,37.5,127.1
서울지체장애인협회 송파구지회,서울특별시,송파구,서울특별시 송파구 문정로 170,37.49,127.14
송파노인종합복지관,서울특별시,송파구,서울특별시 송파구 백제고분로32길 41,37.5,127.09
송파안전체험교육관,서울특별시,송파구,서울특별시 송파구 성내천로 35길 53,37.5,127.16
아산병원,서울특별시,송파구,서울특별시 송파구 올림픽로 43길 88,37.53,127.11
신정1동 주민센터,서울특별시,양천구,서울특별시 양천구 중앙로 32길 1(신정동),37.52,126.85
신월3동 주민센터,서울특별시,양천구,서울특별시 양천구 남부순환로 54길 5(신월동),37.53,126.83
신정3동 넓은들민원센터,서울특별시,양천구,서울특별시 양천구 남부순환로88길 5-7(신정동),37.51,126.84
목5동 주민센터,서울특별시,양천구,서울특별시 양천구 목동서로 41(목동),37.54,126.88
신월보건지소,서울특별시,양천구,서울특별시 양천구 남부순환로 407(신월동),37.53,126.83
목동종합사회복지관,서울특별시,양천구,서울특별시 양천구 목동중앙북로8길 104(목동),37.54,126.87
신목종합사회복지관,서울특별시,양천구,서울특별시 양천구 신목로 5(신정동),37.52,126.88
해누리복지관,서울특별시,양천구,서울특별시 양천구 목동동로 159(신정동),37.52,126.87
지체장애연협회 양천구지회,서울특별시,양천구,서울특별시 양천구 가로공원로 101(신월동),37.54,126.83
사람사랑양천자립생활센터,서울특별시,양천구,서울특별시시 양천구 신정로 267(신정동),37.51,126.85
양천어르신종합복지관,서울특별시,양천구,서울특별시 양천구 목동로3길 106(신정동),37.51,126.86
서서울어르신복지관,서울특별시,양천구,서울특별시 양천구 가로공원로60가길 16(신월동),37.53,126.83
신정종합사회복지관,서울특별시,양천구,서울특별시 양천구 신정중앙로 36(신정동),37.53,126.86
신월6동 주민센터,서울특별시,양천구,서울특별시 양천구 남부순환로83길 54(신월동),37.53,126.84
영등포구,서울특별시,영등포구,서울특별시 영등포구 신길로55(신길동),37.5,126.91
영등포구,서울특별시,영등포구,서울특별시 영등포구 버드나루로22(영등포동2가),37.52,126.91
영등포구,서울특별시,영등포구,서울특별시 영등포구 도림로482(문래동3가),37.52,126.89
영등포구,서울특별시,영등포구,서울특별시 영등포구 당산로123(당산동3가),37.53,126.9
영등포구,서울특별시,영등포구,서울특별시 영등포구 영등포로53길 22(영등포동2가),37.52,126.91
영등포구,서울특별시,영등포구,서울특별시 영등포구 영등포로84길24-5(신길동),37.51,126.92
영등포구,서울특별시,영등포구,서울특별시 영등포구 대림로197(대림동),37.5,126.9
영등포구,서울특별시,영등포구,"서울특별시 영등포구 도신로183(신길동, 태광빌딩)",37.51,126.91
영등포구,서울특별시,영등포구,"서울특별시 영등포구 버드나루로22길 5(당산동, 강변한솔그라지아)",37.53,126.91
영등포구,서울특별시,영등포구,서울특별시 영등포구 디지털로441(대림동),37.5,126.91
영등포구,서울특별시,영등포구,서울특별시 영등포구 대림로23길25(대림동),37.49,126.9
영등포구,서울특별시,영등포구,서울특별시 영등포구 당산로29길 9(당산동3가),37.53,126.89
영등포구,서울특별시,영등포구,서울특별시 영등포구 국제금융로 124,37.52,126.93
영등포구,서울특별시,영등포구,서울특별시 영등포구 양산로23길 11,37.53,126.9
영등포구,서울특별시,영등포구,서울특별시 영등포구 당산로41가길 7,37.53,126.9
영등포구,서울특별시,영등포구,서울특별시 영등포구 도영로7길 10,37.51,126.9
영등포구,서울특별시,영등포구,서울특별시 영등포구 문래로28길 15,37.52,126.9
영등포구,서울특별시,영등포구,서울특별시 영등포구 디지털로 441,37.5,126.91
영등포구,서울특별시,영등포구,서울특별시 영등포구 영등포로11길 12,37.52,126.89
영등포구,서울특별시,영등포구,서울특별시 영등포구 선유로47길 30,37.54,126.89
영등포구,서울특별시,영등포구,서울특별시 영등포구 대방천로 169,37.5,126.91
영등포구,서울특별시,영등포구,서울특별시 영등포구 여의대방로43길 10,37.51,126.92
영등포구,서울특별시,영등포구,서울특별시 영등포구 도신로27,37.5,126.9
영등포구,서울특별시,영등포구,서울특별시 영등포구 문래로20길 49,37.52,126.89
영등포구,서울특별시,영등포구,서울특별시 영등포구 선유로 43가길 10-8,37.53,126.89
영등포구,서울특별시,영등포구,서울특별시 영등포구 여의대로 24,37.52,126.92
영등포구,서울특별시,영등포구,서울특별시 영등포구 버드나루로 22,37.52,126.91
영등포구,서울특별시,영등포구,서울특별시 영등포구 도림로 482,37.52,126.89
영등포구,서울특별시,영등포구,서울특별시 영등포구 경인로114가길 9,37.52,126.92
영등포구,서울특별시,영등포구,서울특별시 영등포구 도림로 137,37.49,126.9
영등포구,서울특별시,영등포구,서울특별시 영등포구 경인로 846,37.52,126.91
구립용산장애인복지관,서울특별시,용산구,서울특별시 용산구 효창원로93길 49,37.55,126.96
용산구청,서울특별시,용산구,서울특별시 용산구 녹사평대로 150,37.53,126.99
용산구 장애인 커뮤니티센터,서울특별시,용산구,서울특별시 용산구 서빙고로 245,37.52,126.99
국립중앙박물관,서울특별시,용산구,서울특별시 용산구 서빙고로 137,37.52,126.98
한강로동 주민센터,서울특별시,용산구,서울특별시 용산구 한강대로38길 28,37.53,126.97
서울역,서울특별시,용산구,서울특별시 용산구 한강대로 405,37.55,126.97
서울특별시 용산역,서울특별시,용산구,서울특별시 용산구 한강대로 23길 55,37.53,126.96
남영역,서울특별시,용산구,서울특별시 용산구 한강대로 77길 25,37.54,126.97
효창공원앞역(경의중앙선),서울특별시,용산구,서울특별시 용산구 백범로 지하 287,37.54,126.96
이촌역(경의중앙선),서울특별시,용산구,서울특별시 용산구 서빙고 83,37.52,126.97
서빙고역,서울특별시,용산구,서울특별시 용산구 서빙고로 238,37.52,126.99
한남역,서울특별시,용산구,서울특별시 용산구 독서당로6길 12-13,37.53,127.01
삼각지역,서울특별시,용산구,서울특별시 용산구 한강대로 180,37.53,126.97
숙대입구역,서울특별시,용산구,서울특별시 용산구 한강대로 306,37.55,126.97
한벗장애인주간보호시설,서울특별시,용산구,서울특별시 용산구 효창원로69길 24-3,37.54,126.96
용산행복장애인자립생활센터,서울특별시,용산구,서울특별시 용산구 원효로89길 31,37.54,126.97
은평구청,서울특별시,은평구,서울특별시 은평구 은평로 195,37.6,126.93
응암1동 주민센터,서울특별시,은평구,서울특별시 은평구 백련산로 179,37.6,126.93
수색동 주민센터,서울특별시,은평구,서울특별시 은평구 수색로 280,37.58,126.89
서부장애인종합복지관,서울특별시,은평구,서울특별시 은평구 갈현로11길 30,37.61,126.91
은평구 장애인 이동기기 수리센터,서울특별시,은평구,서울특별시 은평구 서오릉로 19,37.6,126.93
(사)서울시지체장애인협회 은평구지회,서울특별시,은평구,서울특별시 은평구 가좌로 276-9,37.59,126.91
증산역,서울특별시,은평구,서울특별시 은평구 증산로 306,37.58,126.91
새절역,서울특별시,은평구,서울특별시 은평구 증산로 400,37.59,126.91
응암역,서울특별시,은평구,서울특별시 은평구 증산로 477 지하철6호선응암역사,37.6,126.92
역촌역,서울특별시,은평구,서울특별시 은평구 서오릉로 63,37.61,126.92
연신내역,서울특별시,은평구,서울특별시 은평구 통일로 849,37.62,126.92
독바위역,서울특별시,은평구,서울특별시 은평구 불광로 129-1,37.62,126.93
불광역,서울특별시,은평구,서울특별시 은평구 통일로 723-1,37.61,126.93
갈현1동주민센터,서울특별시,은평구,서울특별시 은평구 갈현로 301,37.62,126.92
불광2동주민센터,서울특별시,은평구,서울특별시 은평구 연서로 41길 16,37.63,126.93
응암2동주민센터,서울특별시,은평구,서울특별시 은평구 백련산로 100,37.59,126.92
대조동주민센터,서울특별시,은평구,서울특별시 은평구 연서로20길 24-3,37.61,126.92
구산동주민센터,서울특별시,은평구,서울특별시 은평구 갈현로17길 10,37.61,126.91
역촌동주민센터,서울특별시,은평구,서울특별시 은평구 연서로 59,37.6,126.92
은평노인종합복지관,서울특별시,은평구,서울특별시 은평구 연서로 415,37.63,126.93
은평재활원,서울특별시,은평구,서울특별시 은평구 갈현로 11길 30,37.61,126.91
전동휠체어급속충전기,서울특별시,종로구,서울특별시 종로구 종로 55,37.57,126.98
전동휠체어급속충전기,서울특별시,종로구,서울특별시 종로구 종로 지하 129,37.57,126.99
전동휠체어급속충전기,서울특별시,종로구,서울특별시 종로구 종로 359,37.57,127.02
전동휠체어급속충전기,서울특별시,종로구,서울특별시 종로구 율곡로 62,37.58,126.99
전동휠체어급속충전기,서울특별시,종로구,서울특별시 종로구 대학로 120,37.58,127
전동휠체어급속충전기,서울특별시,종로구,서울특별시 종로구 율곡로 308,37.57,127.01
전동휠체어급속충전기,서울특별시,종로구,서울특별시 종로구 세종대로 175,37.57,126.98
전동휠체어급속충전기,서울특별시,종로구,서울특별시 종로구 삼봉로 43,37.57,126.98
전동휠체어급속충전기,서울특별시,종로구,서울특별시 종로구 자하문로19길 36,37.58,126.97
전동휠체어급속충전기,서울특별시,종로구,서울특별시 종로구 종로17길 8,37.57,126.99
전동휠체어급속충전기,서울특별시,종로구,서울특별시 종로구 새문안로 55,37.57,126.97
전동휠체어급속충전기,서울특별시,종로구,서울특별시 종로구 세종대로 172,37.57,126.98
중구청,서울특별시,중구,서울특별시 중구 창경궁로 17,37.56,127
보건소,서울특별시,중구,서울특별시 중구 다산로39길 16,37.56,127.02
구민회관,서울특별시,중구,서울특별시 중구 을지로39길 40,37.57,127.01
충무로역 4호선,서울특별시,중구,서울특별시 중구 퇴계로 지하 199,37.56,126.99
동대문역사문화공원역 2호선,서울특별시,중구,서울특별시 중구 을지로 281,37.57,127.01
동대문역사문화공원역 4호선,서울특별시,중구,서울특별시 중구 마른내로 지하 162,37.56,127.01
중구종합복지센터,서울특별시,중구,서울특별시 중구 퇴계로 460,37.57,127.02
신당종합사회복지관,서울특별시,중구,서울특별시 중구 동호로11길 22,37.55,127.01
중림종합사회복지관,서울특별시,중구,서울특별시 중구 서소문로6길 16,37.56,126.97
이로움 교육지원센터,서울특별시,중구,서울특별시 중구 다산로 지하 38,37.55,127.01
약수역 6호선,서울특별시,중구,서울특별시 중구 다산로 지하 115,37.55,127.01
DDP 디자인장터,서울특별시,중구,서울특별시 중구 을지로 281,37.57,127.01
국립중앙의료원,서울특별시,중구,서울특별시 중구 을지로 245,37.57,127.01
망우역,서울특별시,중랑구,서울특별시 중랑구 망우로55길 11-10,37.6,127.09
먹골역,서울특별시,중랑구,서울특별시 중랑구 동일로 901,37.61,127.08
면목역,서울특별시,중랑구,서울특별시 중랑구 면목로 407,37.59,127.09
봉화산역,서울특별시,중랑구,서울특별시 중랑구 신내로 232,37.62,127.09
사가정역,서울특별시,중랑구,서울특별시 중랑구 사가정로 393,37.58,127.09
상봉역,서울특별시,중랑구,서울특별시 중랑구 망우로 297,37.6,127.09
신내역,서울특별시,중랑구,서울특별시 중랑구 신내역로 20,37.61,127.1
양원역,서울특별시,중랑구,서울특별시 중랑구 송림길 147,37.61,127.11
용마산역,서울특별시,중랑구,서울특별시 중랑구 용마산로 227,37.57,127.09
중랑역,서울특별시,중랑구,서울특별시 중랑구 중랑역로 9,37.59,127.08
중화역,서울특별시,중랑구,서울특별시 중랑구 동일로 797,37.6,127.08
화랑대역,서울특별시,중랑구,서울특별시 노원구 화랑로 510,37.62,127.08
구립직업재활센터,서울특별시,중랑구,서울특별시 중랑구 숙선옹주로9길 55,37.62,127.08
면목사회복지관,서울특별시,중랑구,서울특별시 중랑구 용마산로 228,37.57,127.09
시립대종합사회복지관,서울특별시,중랑구,서울특별시 중랑구 신내로 115,37.61,127.09
신내노인종합복지관,서울특별시,중랑구,서울특별시 중랑구 신내로15길 175,37.61,127.09
신내종합사회복지관,서울특별시,중랑구,서울특별시 중랑구 봉화산로 165,37.61,127.09
용마경로복지관,서울특별시,중랑구,서울특별시 중랑구 용마산로94길 98,37.59,127.1
원광장애인복지관,서울특별시,중랑구,서울특별시 중랑구 신내로 56,37.6,127.1
중랑노인복지관,서울특별시,중랑구,서울특별시 중랑구 겸재로9길 45,37.59,127.08
서울의료원,서울특별시,중랑구,서울특별시 중랑구 신내로 156,37.61,127.1
망우3동주민센터,서울특별시,중랑구,서울특별시 중랑구 겸재로61길 40,37.59,127.09
망우본동주민센터,서울특별시,중랑구,서울특별시 중랑구 망우로67길 10,37.6,127.1
면목5동주민센터,서울특별시,중랑구,서울특별시 중랑구 동일로 619,37.59,127.08
중랑구청,서울특별시,중랑구,서울특별시 중랑구 봉화산로 179,37.61,127.09
중랑세무서,서울특별시,중랑구,서울특별시 중랑구 망우로 176,37.59,127.07
중랑우체국,서울특별시,중랑구,서울특별시 중랑구 망우로 271,37.6,127.08
