,no,cartype,receipttime,settime,ridetime,startpos1,startpos2,endpos1,endpos2,receipt,ride,receipt-ride,hour,startlat,startlon,endlat,endlon,startplus,endplus,gotowork,gotoschool,gotocharge,end_destination
568,6776,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:06:50,2022-05-02 오전 7:21:30,13,87,7,297,2022/05/02 7:00,2022/05/02 7:21,21,7,37.58,126.92,37.55,126.9,7569,7569,0,0,0,0.0
569,6400,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:45:20,2022-05-02 오전 6:58:59,2,276,17,309,2022/05/02 7:00,2022/05/02 6:58,2,7,37.59,126.92,37.5,127.0,7569,7570,0,0,0,0.0
570,6400,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 7:49:11,2022-05-02 오전 8:15:00,3,188,17,309,2022/05/02 7:00,2022/05/02 8:15,75,7,37.49,126.98,37.5,127.0,7469,7570,0,0,0,0.0
571,8259,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:06:54,2022-05-02 오전 7:16:36,21,275,11,127,2022/05/02 7:00,2022/05/02 7:16,16,7,37.485,127.1,37.61,127.1,7471,7671,0,0,0,0.0
572,8263,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:31,2022-05-02 오전 7:16:05,11,108,11,20,2022/05/02 7:00,2022/05/02 7:16,16,7,37.59,127.07,37.6,127.07,7570,7670,0,0,1,1.0
573,5761,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:46,2022-05-02 오전 7:18:05,12,12,6,118,2022/05/02 7:00,2022/05/02 7:18,18,7,37.65,127.03,37.58,127.01,7670,7570,0,0,0,0.0
574,3628,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:11:36,2022-05-02 오전 7:31:28,9,133,22,9,2022/05/02 7:00,2022/05/02 7:31,31,7,37.47,126.93,37.58,127.0,7469,7570,0,0,0,0.0
575,9681,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 7:21:08,2022-05-02 오전 7:45:00,7,31,11,127,2022/05/02 7:00,2022/05/02 7:45,45,7,37.57,126.9,37.61,127.1,7569,7671,0,0,0,0.0
576,1653,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:49,2022-05-02 오전 7:38:20,23,106,15,163,2022/05/02 7:00,2022/05/02 7:38,38,7,37.63,127.04,37.65,127.07,7670,7670,0,0,0,0.0
577,3256,중형 승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:36:55,2022-05-02 오전 6:46:38,12,185,17,80,2022/05/02 7:00,2022/05/02 6:46,14,7,37.68,127.04,37.49,127.02,7670,7470,0,0,0,0.0
578,8012,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:14,2022-05-02 오전 7:35:29,21,144,1,299,2022/05/02 7:00,2022/05/02 7:35,35,7,37.52,127.03,37.53,127.11,7570,7571,0,0,0,0.0
579,8067,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:25,2022-05-02 오전 7:25:16,12,122,5,258,2022/05/02 7:00,2022/05/02 7:25,25,7,37.68,127.05,37.56,126.98,7670,7569,0,0,0,0.0
580,8134,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:06:03,2022-05-02 오전 7:21:16,13,87,23,89,2022/05/02 7:00,2022/05/02 7:21,21,7,37.58,126.92,37.61,127.01,7569,7670,0,0,0,0.0
581,8227,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:20,2022-05-02 오전 7:22:05,15,89,19,141,2022/05/02 7:00,2022/05/02 7:22,22,7,37.65,127.08,37.52,126.9,7670,7569,0,0,0,0.0
582,7548,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:19,2022-05-02 오전 7:20:53,11,286,16,269,2022/05/02 7:00,2022/05/02 7:20,20,7,37.6,127.1,37.54,127.05,7671,7570,0,0,0,0.0
583,1406,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:06,2022-05-02 오전 7:40:40,8,141,19,95,2022/05/02 7:00,2022/05/02 7:40,40,7,37.47,126.9,37.49,126.9,7469,7469,0,0,0,0.0
584,3654,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:49,2022-05-02 오전 7:25:17,13,303,7,215,2022/05/02 7:00,2022/05/02 7:25,25,7,37.58,126.93,37.54,126.94,7569,7569,0,0,0,0.0
585,7884,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:10:15,2022-05-02 오전 7:31:07,15,13,15,119,2022/05/02 7:00,2022/05/02 7:31,31,7,37.68,127.05,37.65,127.06,7670,7670,0,0,0,0.0
586,4694,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:09,2022-05-02 오전 7:38:21,0,172,2,145,2022/05/02 7:00,2022/05/02 7:38,38,7,37.51,126.86,37.6,126.91,7568,7669,1,0,0,3.0
587,4194,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:04:45,2022-05-02 오전 7:31:07,18,254,20,308,2022/05/02 7:00,2022/05/02 7:31,31,7,37.52,126.97,37.5,126.87,7569,7568,0,0,0,0.0
588,1697,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:30,2022-05-02 오전 7:31:13,11,232,21,264,2022/05/02 7:00,2022/05/02 7:31,31,7,37.59,127.1,37.48,127.1,7571,7471,0,0,0,0.0
589,3602,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:06:58,2022-05-02 오전 7:30:49,20,229,2,66,2022/05/02 7:00,2022/05/02 7:30,30,7,37.5,126.86,37.6,126.93,7568,7669,0,0,0,0.0
590,8044,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:20,2022-05-02 오전 7:21:08,12,95,4,109,2022/05/02 7:00,2022/05/02 7:21,21,7,37.65,127.05,37.53,127.14,7670,7571,0,0,0,0.0
591,7902,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:08:14,2022-05-02 오전 7:26:11,19,70,5,258,2022/05/02 7:00,2022/05/02 7:26,26,7,37.5,126.91,37.56,126.98,7569,7569,0,0,0,0.0
592,7822,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:15,2022-05-02 오전 7:21:40,11,246,15,87,2022/05/02 7:00,2022/05/02 7:21,21,7,37.6,127.08,37.62,127.07,7670,7670,0,0,0,0.0
593,7822,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:35:07,2022-05-02 오전 8:03:26,23,106,14,4,2022/05/02 7:00,2022/05/02 8:03,63,7,37.63,127.04,37.59,127.07,7670,7570,0,0,1,1.0
594,810,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:04,2022-05-02 오전 7:43:23,1,16,1,290,2022/05/02 7:00,2022/05/02 7:43,43,7,37.48,127.13,37.51,127.18,7471,7571,0,0,0,0.0
595,6200,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:50:09,2022-05-02 오전 6:58:12,24,247,17,309,2022/05/02 7:00,2022/05/02 6:58,2,7,37.55,126.83,37.5,127.0,7568,7570,0,0,0,0.0
596,6388,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 7:01:27,2022-05-02 오전 7:23:51,19,222,13,2,2022/05/02 7:00,2022/05/02 7:23,23,7,37.52,126.88,37.57,126.93,7568,7569,0,0,0,0.0
597,9147,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:00,2022-05-02 오전 7:33:54,2,276,2,192,2022/05/02 7:00,2022/05/02 7:33,33,7,37.59,126.92,37.6,126.9,7569,7669,1,0,0,3.0
598,5699,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:08:24,2022-05-02 오전 7:25:01,15,168,11,283,2022/05/02 7:00,2022/05/02 7:25,25,7,37.65,127.07,37.58,127.1,7670,7571,0,0,0,0.0
599,8026,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:42:46,2022-05-02 오전 8:15:43,6,260,1,299,2022/05/02 7:00,2022/05/02 8:15,75,7,37.62,127.0,37.53,127.11,7670,7571,0,0,0,0.0
600,8026,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:45,2022-05-02 오전 7:21:19,23,106,23,79,2022/05/02 7:00,2022/05/02 7:21,21,7,37.63,127.04,37.61,127.02,7670,7670,0,0,0,0.0
601,8271,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:56,2022-05-02 오전 7:13:47,12,185,23,249,2022/05/02 7:00,2022/05/02 7:13,13,7,37.68,127.04,37.62,127.04,7670,7670,0,0,0,0.0
602,1566,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:02:56,2022-05-02 오전 7:13:23,14,119,14,280,2022/05/02 7:00,2022/05/02 7:13,13,7,37.57,127.05,37.57,127.06,7570,7570,0,0,0,0.0
603,3562,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:25,2022-05-02 오전 7:41:23,2,33,2,145,2022/05/02 7:00,2022/05/02 7:41,41,7,37.64,126.92,37.6,126.91,7669,7669,1,0,0,3.0
604,3715,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:03:49,2022-05-02 오전 7:17:56,18,131,8,101,2022/05/02 7:00,2022/05/02 7:17,17,7,37.55,126.98,37.47,126.89,7569,7468,0,0,0,0.0
605,7892,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:39,2022-05-02 오전 7:25:31,23,90,22,9,2022/05/02 7:00,2022/05/02 7:25,25,7,37.61,127.01,37.58,127.0,7670,7570,0,0,0,0.0
606,7915,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:08:25,2022-05-02 오전 7:37:31,12,211,12,180,2022/05/02 7:00,2022/05/02 7:37,37,7,37.65,127.02,37.68,127.04,7670,7670,0,0,0,0.0
607,7915,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 8:00:21,2022-05-02 오전 8:14:00,12,185,22,9,2022/05/02 7:00,2022/05/02 8:14,74,7,37.68,127.04,37.58,127.0,7670,7570,0,0,0,0.0
608,7819,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:25,2022-05-02 오전 7:32:17,16,186,5,187,2022/05/02 7:00,2022/05/02 7:32,32,7,37.55,127.02,37.56,127.01,7570,7570,0,0,0,0.0
609,6756,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:08:57,2022-05-02 오전 7:26:45,2,4,21,222,2022/05/02 7:00,2022/05/02 7:26,26,7,37.58,126.9,37.49,127.09,7569,7470,0,0,0,0.0
610,6779,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:02:03,2022-05-02 오전 7:25:37,13,323,13,2,2022/05/02 7:00,2022/05/02 7:25,25,7,37.58,126.94,37.57,126.93,7569,7569,0,0,0,0.0
611,3616,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 8:00:39,2022-05-02 오전 8:15:18,24,308,24,233,2022/05/02 7:00,2022/05/02 8:15,75,7,37.56,126.8,37.55,126.83,7568,7568,0,0,0,0.0
612,3627,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:41,2022-05-02 오전 7:41:19,3,333,13,310,2022/05/02 7:00,2022/05/02 7:41,41,7,37.48,126.98,37.58,126.94,7469,7569,0,0,0,0.0
613,7823,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:10:12,2022-05-02 오전 7:36:06,24,136,24,189,2022/05/02 7:00,2022/05/02 7:36,36,7,37.56,126.85,37.55,126.84,7568,7568,0,0,0,0.0
614,8567,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:58:35,2022-05-02 오전 7:14:03,11,244,22,132,2022/05/02 7:00,2022/05/02 7:14,14,7,37.58,127.08,37.57,127.0,7570,7570,0,0,0,0.0
615,2232,대형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 7:03:46,2022-05-02 오전 7:21:17,10,80,4,109,2022/05/02 7:00,2022/05/02 7:21,21,7,37.54,127.09,37.53,127.14,7570,7571,0,0,0,0.0
616,8011,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:18,2022-05-02 오전 7:31:33,1,179,1,267,2022/05/02 7:00,2022/05/02 7:31,31,7,37.49,127.13,37.49,127.14,7471,7471,0,0,0,0.0
617,8031,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:16,2022-05-02 오전 7:33:07,13,269,19,320,2022/05/02 7:00,2022/05/02 7:33,33,7,37.59,126.95,37.52,126.92,7569,7569,0,0,0,0.0
618,8107,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:04:22,2022-05-02 오전 7:17:25,15,187,15,182,2022/05/02 7:00,2022/05/02 7:17,17,7,37.62,127.06,37.62,127.05,7670,7670,0,0,0,0.0
619,8156,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:03:27,2022-05-02 오전 7:16:48,7,159,17,123,2022/05/02 7:00,2022/05/02 7:16,16,7,37.55,126.95,37.49,126.99,7569,7469,0,0,0,0.0
620,8228,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:15:55,2022-05-02 오전 7:42:40,19,239,9,126,2022/05/02 7:00,2022/05/02 7:42,42,7,37.49,126.91,37.48,126.93,7469,7469,0,0,0,0.0
621,8243,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:03:28,2022-05-02 오전 7:19:46,13,87,7,143,2022/05/02 7:00,2022/05/02 7:19,19,7,37.58,126.92,37.55,126.92,7569,7569,0,0,0,0.0
622,8256,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 8:02:39,2022-05-02 오전 8:25:36,24,268,24,293,2022/05/02 7:00,2022/05/02 8:25,85,7,37.56,126.86,37.56,126.8,7568,7568,0,0,0,0.0
623,8256,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:03:59,2022-05-02 오전 7:08:26,7,159,7,156,2022/05/02 7:00,2022/05/02 7:08,8,7,37.55,126.95,37.54,126.95,7569,7569,0,0,0,0.0
624,7937,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:04:19,2022-05-02 오전 7:14:17,11,86,7,96,2022/05/02 7:00,2022/05/02 7:14,14,7,37.61,127.08,37.58,126.89,7670,7568,0,0,0,0.0
625,3186,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 7:38:19,2022-05-02 오전 7:52:19,1,278,17,97,2022/05/02 7:00,2022/05/02 7:52,52,7,37.49,127.14,37.47,127.02,7471,7470,0,0,0,0.0
626,8014,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:15,2022-05-02 오전 7:30:55,22,14,13,22,2022/05/02 7:00,2022/05/02 7:30,30,7,37.6,126.97,37.57,126.93,7669,7569,0,0,0,0.0
627,8034,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:12:14,2022-05-02 오전 7:17:32,23,261,11,273,2022/05/02 7:00,2022/05/02 7:17,17,7,37.62,127.04,37.6,127.1,7670,7671,0,0,0,0.0
628,8143,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:08:42,2022-05-02 오전 7:27:39,9,85,1,299,2022/05/02 7:00,2022/05/02 7:27,27,7,37.47,126.97,37.53,127.11,7469,7571,0,0,0,0.0
629,8206,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:06:19,2022-05-02 오전 7:29:05,24,136,24,189,2022/05/02 7:00,2022/05/02 7:29,29,7,37.56,126.85,37.55,126.84,7568,7568,0,0,0,0.0
630,3561,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:25,2022-05-02 오전 7:48:47,20,115,20,107,2022/05/02 7:00,2022/05/02 7:48,48,7,37.48,126.89,37.48,126.89,7468,7468,0,0,0,0.0
631,3583,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:04:58,2022-05-02 오전 7:24:31,3,234,3,165,2022/05/02 7:00,2022/05/02 7:24,24,7,37.5,126.93,37.5,126.96,7569,7569,0,0,0,0.0
632,1373,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:34,2022-05-02 오전 7:28:22,23,261,4,109,2022/05/02 7:00,2022/05/02 7:28,28,7,37.62,127.04,37.53,127.14,7670,7571,0,0,0,0.0
633,6752,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:27,2022-05-02 오전 7:36:43,2,33,2,145,2022/05/02 7:00,2022/05/02 7:36,36,7,37.64,126.92,37.6,126.91,7669,7669,1,0,0,3.0
634,8167,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:34,2022-05-02 오전 7:32:11,19,145,20,308,2022/05/02 7:00,2022/05/02 7:32,32,7,37.51,126.9,37.5,126.87,7569,7568,0,0,0,0.0
635,8262,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:04:57,2022-05-02 오전 7:26:12,6,190,2,145,2022/05/02 7:00,2022/05/02 7:26,26,7,37.61,127.02,37.6,126.91,7670,7669,1,0,0,3.0
636,5798,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:03:24,2022-05-02 오전 7:15:00,10,28,15,254,2022/05/02 7:00,2022/05/02 7:15,15,7,37.54,127.07,37.66,127.08,7570,7670,0,0,0,0.0
637,3563,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 8:05:14,2022-05-02 오전 8:22:53,24,194,2,192,2022/05/02 7:00,2022/05/02 8:22,82,7,37.55,126.84,37.6,126.9,7568,7669,1,0,0,3.0
638,3581,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:35,2022-05-02 오전 7:18:12,20,219,20,219,2022/05/02 7:00,2022/05/02 7:18,18,7,37.5,126.85,37.5,126.86,7568,7568,0,0,0,0.0
639,3585,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:16:19,2022-05-02 오전 7:26:56,8,141,19,95,2022/05/02 7:00,2022/05/02 7:26,26,7,37.47,126.9,37.49,126.9,7469,7469,0,0,0,0.0
640,3585,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:40:11,2022-05-02 오전 8:15:54,9,317,17,247,2022/05/02 7:00,2022/05/02 8:15,75,7,37.48,126.95,37.48,127.0,7469,7470,0,0,0,0.0
641,3617,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:16,2022-05-02 오전 7:21:25,12,185,22,9,2022/05/02 7:00,2022/05/02 7:21,21,7,37.68,127.04,37.58,127.0,7670,7570,0,0,0,0.0
642,7630,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:54,2022-05-02 오전 7:29:10,15,61,12,278,2022/05/02 7:00,2022/05/02 7:29,29,7,37.65,127.06,37.65,127.04,7670,7670,0,0,0,0.0
643,7645,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:16,2022-05-02 오전 7:24:17,12,122,2,145,2022/05/02 7:00,2022/05/02 7:24,24,7,37.68,127.05,37.6,126.91,7670,7669,1,0,0,3.0
644,3205,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:37:32,2022-05-02 오전 7:06:17,23,106,19,141,2022/05/02 7:00,2022/05/02 7:06,6,7,37.63,127.04,37.52,126.9,7670,7569,0,0,0,0.0
645,3837,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:59:58,2022-05-02 오전 7:08:55,11,108,17,170,2022/05/02 7:00,2022/05/02 7:08,8,7,37.59,127.07,37.49,127.02,7570,7470,0,0,0,0.0
646,3148,중형 승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:48:39,2022-05-02 오전 7:25:12,14,328,2,192,2022/05/02 7:00,2022/05/02 7:25,25,7,37.57,127.07,37.6,126.9,7570,7669,1,0,0,3.0
647,3803,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 7:08:19,2022-05-02 오전 7:46:38,9,216,21,173,2022/05/02 7:00,2022/05/02 7:46,46,7,37.49,126.96,37.51,127.06,7469,7570,0,0,0,0.0
648,8095,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:03:00,2022-05-02 오전 7:23:12,21,73,1,267,2022/05/02 7:00,2022/05/02 7:23,23,7,37.46,127.1,37.49,127.14,7471,7471,0,0,0,0.0
649,3657,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:10:15,2022-05-02 오전 7:36:15,18,139,5,258,2022/05/02 7:00,2022/05/02 7:36,36,7,37.54,126.98,37.56,126.98,7569,7569,0,0,0,0.0
650,7642,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:03:54,2022-05-02 오전 7:46:56,16,29,16,198,2022/05/02 7:00,2022/05/02 7:46,46,7,37.54,127.05,37.55,127.07,7570,7570,0,0,0,0.0
651,7905,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:10:59,2022-05-02 오전 7:36:18,23,90,24,169,2022/05/02 7:00,2022/05/02 7:36,36,7,37.61,127.01,37.55,126.85,7670,7568,0,0,0,0.0
652,7936,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:04:26,2022-05-02 오전 7:24:05,13,284,2,145,2022/05/02 7:00,2022/05/02 7:24,24,7,37.56,126.95,37.6,126.91,7569,7669,1,0,0,3.0
653,3208,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:23:12,2022-05-02 오전 6:41:03,1,306,19,305,2022/05/02 7:00,2022/05/02 6:41,19,7,37.51,127.08,37.53,126.89,7570,7568,0,0,0,0.0
654,8046,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:04:30,2022-05-02 오전 7:16:51,15,42,13,2,2022/05/02 7:00,2022/05/02 7:16,16,7,37.64,127.06,37.57,126.93,7670,7569,0,0,0,0.0
655,5727,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:10,2022-05-02 오전 7:18:19,18,326,4,109,2022/05/02 7:00,2022/05/02 7:18,18,7,37.53,126.95,37.53,127.14,7569,7571,0,0,0,0.0
656,5755,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:04:37,2022-05-02 오전 7:23:52,14,164,14,4,2022/05/02 7:00,2022/05/02 7:23,23,7,37.57,127.02,37.59,127.07,7570,7570,0,0,1,1.0
657,5756,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:09,2022-05-02 오전 7:31:58,4,74,1,299,2022/05/02 7:00,2022/05/02 7:31,31,7,37.56,127.17,37.53,127.11,7571,7571,0,0,0,0.0
658,3573,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:38,2022-05-02 오전 7:23:23,1,2,1,3,2022/05/02 7:00,2022/05/02 7:23,23,7,37.51,127.11,37.51,127.11,7571,7571,0,0,0,0.0
659,3573,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:34:00,2022-05-02 오전 7:49:54,4,202,20,308,2022/05/02 7:00,2022/05/02 7:49,49,7,37.53,127.13,37.5,126.87,7571,7568,0,0,0,0.0
660,2885,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 7:08:06,2022-05-02 오전 7:23:03,24,308,22,132,2022/05/02 7:00,2022/05/02 7:23,23,7,37.56,126.8,37.57,127.0,7568,7570,0,0,0,0.0
661,8579,대형 승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:58:00,2022-05-02 오전 7:09:39,6,125,6,230,2022/05/02 7:00,2022/05/02 7:09,9,7,37.59,127.01,37.6,127.02,7570,7670,0,0,0,0.0
662,5725,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:20,2022-05-02 오전 7:24:53,4,180,4,24,2022/05/02 7:00,2022/05/02 7:24,24,7,37.55,127.13,37.55,127.16,7571,7571,0,0,0,0.0
663,4964,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:03,2022-05-02 오전 7:27:27,15,52,1,290,2022/05/02 7:00,2022/05/02 7:27,27,7,37.62,127.07,37.51,127.18,7670,7571,0,0,0,0.0
664,7626,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:58:13,2022-05-02 오전 7:16:56,23,183,11,127,2022/05/02 7:00,2022/05/02 7:16,16,7,37.61,127.03,37.61,127.1,7670,7671,0,0,0,0.0
665,8169,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:35,2022-05-02 오전 7:36:26,21,277,17,309,2022/05/02 7:00,2022/05/02 7:36,36,7,37.48,127.05,37.5,127.0,7470,7570,0,0,0,0.0
666,8183,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:13,2022-05-02 오전 7:24:34,24,247,13,2,2022/05/02 7:00,2022/05/02 7:24,24,7,37.55,126.83,37.57,126.93,7568,7569,0,0,0,0.0
667,8183,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:13,2022-05-02 오전 7:24:34,24,247,13,2,2022/05/02 7:00,2022/05/02 7:24,24,7,37.55,126.83,37.57,126.93,7568,7569,0,0,0,0.0
668,8188,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:21,2022-05-02 오전 7:36:51,23,90,6,118,2022/05/02 7:00,2022/05/02 7:36,36,7,37.61,127.01,37.58,127.01,7670,7570,0,0,0,0.0
669,8204,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:08:53,2022-05-02 오전 7:36:06,24,67,13,2,2022/05/02 7:00,2022/05/02 7:36,36,7,37.57,126.84,37.57,126.93,7568,7569,0,0,0,0.0
670,9153,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:36,2022-05-02 오전 7:23:54,0,224,16,128,2022/05/02 7:00,2022/05/02 7:23,23,7,37.54,126.86,37.57,127.03,7568,7570,0,0,0,0.0
671,5693,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:06:58,2022-05-02 오전 7:19:11,7,31,18,100,2022/05/02 7:00,2022/05/02 7:19,19,7,37.57,126.9,37.53,127.0,7569,7570,0,0,0,0.0
672,3564,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:02:25,2022-05-02 오전 7:16:05,24,101,13,2,2022/05/02 7:00,2022/05/02 7:16,16,7,37.55,126.81,37.57,126.93,7568,7569,0,0,0,0.0
673,3644,중형 승합,2022-05-02 오전 7:00:19,2022-05-02 오전 7:44:52,2022-05-02 오전 8:01:17,3,40,21,73,2022/05/02 7:00,2022/05/02 8:01,61,7,37.5,126.92,37.48,127.08,7569,7470,0,0,0,0.0
674,1634,중형승용,2022-05-02 오전 7:00:26,2022-05-02 오전 7:14:50,2022-05-02 오전 7:38:24,3,201,24,281,2022/05/02 7:00,2022/05/02 7:38,38,7,37.5,126.95,37.57,126.81,7569,7568,0,0,0,0.0
675,8711,중형승용,2022-05-02 오전 7:00:55,2022-05-02 오전 7:04:53,2022-05-02 오전 7:19:17,8,141,8,282,2022/05/02 7:00,2022/05/02 7:19,19,7,37.47,126.9,37.45,126.9,7469,7469,0,0,0,0.0
676,1384,중형승합,2022-05-02 오전 7:01:06,2022-05-02 오전 7:10:53,2022-05-02 오전 7:28:12,11,246,14,4,2022/05/02 7:01,2022/05/02 7:28,27,7,37.6,127.08,37.59,127.07,7670,7570,0,0,1,1.0
677,8107,중형승합,2022-05-02 오전 7:01:14,2022-05-02 오전 7:27:22,2022-05-02 오전 7:46:43,15,43,15,124,2022/05/02 7:01,2022/05/02 7:46,45,7,37.63,127.05,37.64,127.07,7670,7670,0,0,0,0.0
678,6779,중형승합,2022-05-02 오전 7:01:21,2022-05-02 오전 7:41:10,2022-05-02 오전 7:58:05,13,87,2,145,2022/05/02 7:01,2022/05/02 7:58,57,7,37.58,126.92,37.6,126.91,7569,7669,1,0,0,3.0
